"bez";"spr";"spr24"
16;"16005";"16005"
18;"18015";"18015"
3;"03065";"03065"
20;"20032";"20032"
11;"11066";"11066"
20;"20016";"20016"
18;"18019";"18019"
21;"21103";"21103"
19;"19005";"19005"
5;"05010";"05010"
21;"21042";"21042"
21;"21073";"21073"
22;"22143";"22143"
11;"11038";"11038"
14;"14037";"14048"
15;"15011";"15011"
4;"04008";"04008"
16;"16003";"16003"
23;"23037";"23037"
3;"03030";"03030"
15;"15021";"15021"
5;"05032";"05032"
20;"20010";"20010"
7;"07003";"07003"
15;"15028";"15028"
4;"04004";"04004"
11;"11069";"11069"
8;"08022";"08022"
2;"02005";"02003"
20;"20041";"20041"
7;"07015";"07015"
10;"10054";"10054"
12;"12012";"12012"
23;"23098";"23098"
2;"02054";"02040"
10;"10025";"10024"
2;"02026";"02020"
16;"16050";"16050"
2;"02003";"02003"
10;"10023";"10023"
7;"07019";"07019"
16;"16010";"16010"
10;"10062";"10062"
7;"07008";"07008"
16;"16055";"16054"
16;"16048";"16048"
20;"20004";"20004"
2;"02004";"02004"
10;"10114";"10114"
12;"12030";"12030"
10;"10032";"10031"
10;"10075";"10075"
17;"17023";"17023"
22;"22021";"22021"
20;"20045";"20045"
7;"07018";"07018"
11;"11015";"11015"
10;"10079";"10079"
12;"12021";"12021"
7;"07010";"07010"
3;"03047";"03047"
14;"14053";"14015"
20;"20017";"20017"
20;"20053";"20053"
5;"05034";"05034"
16;"16038";"16038"
20;"20006";"20059"
10;"10065";"10065"
2;"02034";"02025"
2;"02021";"02016"
10;"10077";"10077"
2;"02020";"02015"
5;"05026";"05026"
10;"10046";"10046"
16;"16046";"16046"
2;"02048";"02036"
2;"02081";"02055"
2;"02075";"02055"
22;"22067";"22067"
22;"22020";"22023"
21;"21004";"21004"
21;"21074";"21074"
7;"07016";"07016"
2;"02071";"02052"
8;"08019";"08019"
12;"12016";"12016"
4;"04010";"04026"
21;"21046";"21046"
10;"10066";"10066"
6;"06015";"06015"
16;"16032";"16032"
2;"02024";"02019"
2;"02031";"02023"
3;"03024";"03024"
2;"02030";"02021"
20;"20031";"20031"
10;"10070";"10070"
10;"10008";"10008"
11;"11049";"11049"
12;"12019";"12019"
2;"02027";"02021"
15;"15022";"15022"
7;"07029";"07004"
16;"16023";"16023"
2;"02083";"02061"
16;"16009";"16009"
21;"21005";"21005"
12;"12023";"12023"
5;"05001";"05001"
5;"05008";"05008"
16;"16061";"16061"
13;"13005";"13014"
14;"14067";"14074"
19;"19003";"19003"
18;"18017";"18017"
16;"16022";"16022"
19;"19052";"19052"
18;"18003";"18003"
4;"04009";"04009"
15;"15024";"15024"
2;"02025";"02019"
3;"03015";"03015"
2;"02069";"02051"
2;"02102";"02074"
2;"02063";"02046"
2;"02092";"02066"
23;"23005";"23005"
22;"22063";"22063"
2;"02039";"02030"
3;"03006";"03006"
22;"22054";"22054"
16;"16011";"16011"
16;"16064";"16076"
10;"10060";"10060"
16;"16035";"16035"
10;"10067";"10067"
2;"02079";"02058"
3;"03005";"03005"
2;"02064";"02047"
5;"05016";"05016"
7;"07025";"07025"
12;"12037";"12037"
21;"21029";"21029"
3;"03004";"03004"
19;"19058";"19058"
7;"07013";"07013"
10;"10006";"10006"
3;"03032";"03032"
15;"15006";"15006"
1;"01016";"01005"
17;"17018";"17018"
14;"14035";"14046"
22;"22039";"22039"
12;"12022";"12022"
22;"22087";"22087"
3;"03056";"03056"
15;"15035";"15035"
10;"10088";"10088"
21;"21006";"21006"
2;"02088";"02064"
3;"03053";"03053"
17;"17008";"17008"
16;"16080";"16045"
23;"23036";"23036"
22;"22062";"22062"
16;"16070";"16070"
22;"22123";"22123"
10;"10076";"10076"
14;"14036";"14047"
10;"10081";"10081"
20;"20001";"20001"
12;"12015";"12015"
10;"10128";"10128"
14;"14001";"14001"
21;"21018";"21018"
3;"03058";"03058"
2;"02012";"02009"
9;"09023";"09023"
11;"11055";"11055"
14;"14063";"14071"
16;"16042";"16042"
21;"21070";"21070"
3;"03049";"03049"
3;"03041";"03041"
5;"05036";"05036"
11;"11065";"11065"
3;"03026";"03026"
15;"15017";"15017"
3;"03019";"03019"
12;"12009";"12009"
23;"23083";"23083"
17;"17009";"17009"
15;"15018";"15018"
18;"18009";"18009"
2;"02038";"02027"
3;"03003";"03003"
19;"19055";"19055"
19;"19051";"19051"
8;"08006";"08006"
2;"02022";"02017"
3;"03066";"03066"
23;"23075";"23075"
3;"03012";"03012"
